,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,SimCo_Base,SimCo_Base_exit_status,SimCo_RoundRobin,SimCo_RoundRobin_exit_status,SimCo_Skip,SimCo_Skip_exit_status,SimCo_SCC,SimCo_SCC_exit_status,SimCo_Jump,SimCo_Jump_exit_status,SimCo_EarlyTaint,SimCo_EarlyTaint_exit_status,SimCo_Merge,SimCo_Merge_exit_status
191,data/automata/random/TGBA.hoa:5052.1-5082.7,3,7,15,15,4,1,0,0,0,62.0,ok,61.0,ok,54.0,ok,55.0,ok,60.0,ok,61.0,ok,62.0,ok
192,data/automata/random/TGBA.hoa:5083.1-5104.7,3,4,9,9,4,3,1,1,0,41.0,ok,40.0,ok,36.0,ok,22.0,ok,35.0,ok,40.0,ok,41.0,ok
193,data/automata/random/TGBA.hoa:5105.1-5134.7,3,7,14,14,4,1,1,1,0,419.0,ok,441.0,ok,367.0,ok,101.0,ok,419.0,ok,433.0,ok,419.0,ok
194,data/automata/random/TGBA.hoa:5135.1-5161.7,3,6,12,12,4,1,1,1,0,444.0,ok,503.0,ok,401.0,ok,106.0,ok,420.0,ok,485.0,ok,444.0,ok
195,data/automata/random/TGBA.hoa:5162.1-5182.7,3,4,8,8,4,1,1,1,0,98.0,ok,95.0,ok,81.0,ok,49.0,ok,83.0,ok,95.0,ok,98.0,ok
196,data/automata/random/TGBA.hoa:5183.1-5205.7,3,5,9,9,4,1,1,1,0,231.0,ok,247.0,ok,205.0,ok,58.0,ok,231.0,ok,243.0,ok,231.0,ok
197,data/automata/random/TGBA.hoa:5206.1-5229.7,3,5,10,10,4,3,0,0,0,50.0,ok,52.0,ok,47.0,ok,26.0,ok,49.0,ok,52.0,ok,50.0,ok
198,data/automata/random/TGBA.hoa:5230.1-5263.7,3,7,18,18,4,1,4,1,0,508.0,ok,539.0,ok,455.0,ok,116.0,ok,407.0,ok,529.0,ok,508.0,ok
199,data/automata/random/TGBA.hoa:5264.1-5293.7,3,7,14,14,4,1,1,1,0,427.0,ok,458.0,ok,386.0,ok,120.0,ok,350.0,ok,454.0,ok,427.0,ok
200,data/automata/random/TGBA.hoa:5294.1-5314.7,3,4,8,8,4,1,0,0,0,43.0,ok,42.0,ok,38.0,ok,36.0,ok,41.0,ok,42.0,ok,43.0,ok
201,data/automata/random/TGBA.hoa:5315.1-5342.7,3,6,13,13,4,1,3,1,0,457.0,ok,584.0,ok,427.0,ok,97.0,ok,431.0,ok,553.0,ok,457.0,ok
202,data/automata/random/TGBA.hoa:5343.1-5376.7,3,7,18,18,4,1,2,1,0,856.0,ok,882.0,ok,736.0,ok,214.0,ok,407.0,ok,857.0,ok,855.0,ok
203,data/automata/random/TGBA.hoa:5377.1-5400.7,3,5,10,10,4,1,1,1,0,169.0,ok,160.0,ok,144.0,ok,90.0,ok,71.0,ok,160.0,ok,169.0,ok
204,data/automata/random/TGBA.hoa:5401.1-5427.7,3,5,13,13,4,1,2,1,0,281.0,ok,285.0,ok,232.0,ok,87.0,ok,133.0,ok,281.0,ok,281.0,ok
205,data/automata/random/TGBA.hoa:5428.1-5461.7,3,7,18,18,4,1,2,1,0,530.0,ok,566.0,ok,487.0,ok,120.0,ok,471.0,ok,556.0,ok,530.0,ok
206,data/automata/random/TGBA.hoa:5462.1-5496.7,4,7,19,19,4,1,3,1,0,589.0,ok,773.0,ok,556.0,ok,120.0,ok,561.0,ok,726.0,ok,589.0,ok
207,data/automata/random/TGBA.hoa:5497.1-5516.7,4,4,7,7,4,3,0,0,0,31.0,ok,31.0,ok,27.0,ok,19.0,ok,31.0,ok,31.0,ok,31.0,ok
208,data/automata/random/TGBA.hoa:5517.1-5543.7,4,6,12,12,4,1,2,1,0,230.0,ok,246.0,ok,199.0,ok,57.0,ok,216.0,ok,244.0,ok,230.0,ok
209,data/automata/random/TGBA.hoa:5544.1-5564.7,4,4,8,8,4,1,0,0,0,39.0,ok,37.0,ok,34.0,ok,32.0,ok,37.0,ok,37.0,ok,39.0,ok
210,data/automata/random/TGBA.hoa:5565.1-5596.7,4,7,16,16,4,2,0,0,0,59.0,ok,59.0,ok,52.0,ok,52.0,ok,59.0,ok,59.0,ok,59.0,ok
211,data/automata/random/TGBA.hoa:5597.1-5624.7,4,6,13,13,4,1,1,1,0,310.0,ok,361.0,ok,293.0,ok,75.0,ok,231.0,ok,357.0,ok,310.0,ok
212,data/automata/random/TGBA.hoa:5625.1-5659.7,4,7,19,19,4,2,2,1,0,490.0,ok,499.0,ok,426.0,ok,134.0,ok,490.0,ok,496.0,ok,490.0,ok
213,data/automata/random/TGBA.hoa:5660.1-5692.7,4,7,17,17,4,1,0,0,0,72.0,ok,70.0,ok,64.0,ok,65.0,ok,56.0,ok,70.0,ok,72.0,ok
214,data/automata/random/TGBA.hoa:5693.1-5720.7,4,6,13,13,4,1,0,0,0,61.0,ok,61.0,ok,54.0,ok,54.0,ok,55.0,ok,61.0,ok,61.0,ok
215,data/automata/random/TGBA.hoa:5721.1-5753.7,4,7,17,17,4,2,1,1,0,724.0,ok,800.0,ok,641.0,ok,183.0,ok,698.0,ok,793.0,ok,724.0,ok
216,data/automata/random/TGBA.hoa:5754.1-5785.7,4,7,16,16,4,1,0,0,0,69.0,ok,67.0,ok,61.0,ok,62.0,ok,65.0,ok,67.0,ok,69.0,ok
217,data/automata/random/TGBA.hoa:5786.1-5809.7,4,6,9,9,4,1,0,0,0,41.0,ok,38.0,ok,34.0,ok,34.0,ok,25.0,ok,38.0,ok,41.0,ok
218,data/automata/random/TGBA.hoa:5810.1-5835.7,4,5,12,12,4,1,1,1,0,289.0,ok,329.0,ok,270.0,ok,86.0,ok,289.0,ok,325.0,ok,289.0,ok
219,data/automata/random/TGBA.hoa:5836.1-5859.7,4,5,10,10,4,1,0,0,0,54.0,ok,54.0,ok,48.0,ok,47.0,ok,42.0,ok,54.0,ok,54.0,ok
220,data/automata/random/TGBA.hoa:5860.1-5893.7,4,7,18,18,4,1,1,1,0,688.0,ok,707.0,ok,605.0,ok,152.0,ok,640.0,ok,696.0,ok,688.0,ok
221,data/automata/random/TGBA.hoa:5894.1-5922.7,4,6,14,14,4,1,1,1,0,241.0,ok,257.0,ok,212.0,ok,57.0,ok,227.0,ok,254.0,ok,241.0,ok
222,data/automata/random/TGBA.hoa:5923.1-5958.7,4,7,20,20,4,2,1,1,0,119.0,ok,119.0,ok,106.0,ok,100.0,ok,115.0,ok,119.0,ok,119.0,ok
223,data/automata/random/TGBA.hoa:5959.1-5982.7,4,6,9,9,4,5,0,0,0,50.0,ok,51.0,ok,45.0,ok,21.0,ok,40.0,ok,51.0,ok,50.0,ok
224,data/automata/random/TGBA.hoa:5983.1-6017.7,4,7,19,19,4,2,1,1,0,339.0,ok,359.0,ok,298.0,ok,74.0,ok,339.0,ok,356.0,ok,339.0,ok
225,data/automata/random/TGBA.hoa:6018.1-6050.7,4,7,17,17,4,1,2,1,0,569.0,ok,583.0,ok,495.0,ok,146.0,ok,548.0,ok,577.0,ok,569.0,ok
226,data/automata/random/TGBA.hoa:6051.1-6079.7,4,7,13,13,4,1,0,0,0,64.0,ok,62.0,ok,56.0,ok,57.0,ok,46.0,ok,62.0,ok,64.0,ok
227,data/automata/random/TGBA.hoa:6080.1-6105.7,2,6,11,11,5,1,2,1,0,431.0,ok,444.0,ok,379.0,ok,81.0,ok,283.0,ok,429.0,ok,431.0,ok
228,data/automata/random/TGBA.hoa:6106.1-6137.7,2,7,16,16,5,3,2,1,0,4420.0,ok,5993.0,ok,3796.0,ok,535.0,ok,3874.0,ok,5669.0,ok,4420.0,ok
229,data/automata/random/TGBA.hoa:6138.1-6167.7,2,6,15,15,5,1,3,1,0,627.0,ok,739.0,ok,610.0,ok,128.0,ok,627.0,ok,724.0,ok,627.0,ok
230,data/automata/random/TGBA.hoa:6168.1-6193.7,2,6,11,11,5,1,2,1,0,223.0,ok,272.0,ok,203.0,ok,69.0,ok,223.0,ok,261.0,ok,223.0,ok
231,data/automata/random/TGBA.hoa:6194.1-6227.7,2,7,18,18,5,1,3,1,0,5162.0,ok,6395.0,ok,4804.0,ok,699.0,ok,4671.0,ok,6167.0,ok,5147.0,ok
232,data/automata/random/TGBA.hoa:6228.1-6259.7,2,7,16,16,5,1,1,1,0,553.0,ok,583.0,ok,512.0,ok,166.0,ok,553.0,ok,577.0,ok,553.0,ok
233,data/automata/random/TGBA.hoa:6260.1-6291.7,2,7,16,16,5,1,1,1,0,1563.0,ok,1824.0,ok,1440.0,ok,252.0,ok,1557.0,ok,1778.0,ok,1563.0,ok
234,data/automata/random/TGBA.hoa:6292.1-6324.7,2,7,17,17,5,1,4,1,0,677.0,ok,763.0,ok,642.0,ok,100.0,ok,488.0,ok,737.0,ok,677.0,ok
235,data/automata/random/TGBA.hoa:6325.1-6345.7,2,4,8,8,5,1,0,0,0,53.0,ok,53.0,ok,48.0,ok,44.0,ok,53.0,ok,53.0,ok,53.0,ok
236,data/automata/random/TGBA.hoa:6346.1-6370.7,2,5,11,11,5,1,1,1,0,355.0,ok,358.0,ok,319.0,ok,71.0,ok,259.0,ok,356.0,ok,355.0,ok
237,data/automata/random/TGBA.hoa:6371.1-6397.7,2,6,12,12,5,1,0,0,0,59.0,ok,59.0,ok,52.0,ok,50.0,ok,59.0,ok,59.0,ok,59.0,ok
238,data/automata/random/TGBA.hoa:6398.1-6424.7,2,6,12,12,5,1,4,1,0,442.0,ok,482.0,ok,412.0,ok,86.0,ok,350.0,ok,481.0,ok,442.0,ok
239,data/automata/random/TGBA.hoa:6425.1-6455.7,2,7,15,15,5,1,3,1,0,1751.0,ok,2132.0,ok,1543.0,ok,247.0,ok,1484.0,ok,1973.0,ok,1748.0,ok
240,data/automata/random/TGBA.hoa:6456.1-6477.7,2,4,9,9,5,1,2,1,0,646.0,ok,877.0,ok,598.0,ok,105.0,ok,374.0,ok,817.0,ok,646.0,ok
241,data/automata/random/TGBA.hoa:6478.1-6505.7,2,6,13,13,5,1,1,1,0,625.0,ok,789.0,ok,574.0,ok,190.0,ok,583.0,ok,764.0,ok,625.0,ok
242,data/automata/random/TGBA.hoa:6506.1-6524.7,2,3,7,7,5,1,2,1,0,315.0,ok,353.0,ok,297.0,ok,51.0,ok,151.0,ok,343.0,ok,315.0,ok
243,data/automata/random/TGBA.hoa:6525.1-6548.7,2,5,10,10,5,1,2,1,0,624.0,ok,619.0,ok,558.0,ok,132.0,ok,323.0,ok,603.0,ok,624.0,ok
244,data/automata/random/TGBA.hoa:6549.1-6571.7,2,4,10,10,5,1,1,1,0,225.0,ok,245.0,ok,209.0,ok,79.0,ok,225.0,ok,245.0,ok,225.0,ok
245,data/automata/random/TGBA.hoa:6572.1-6605.7,2,7,18,18,5,1,2,1,0,10556.0,ok,13290.0,ok,9442.0,ok,1460.0,ok,8856.0,ok,12103.0,ok,10094.0,ok
246,data/automata/random/TGBA.hoa:6606.1-6633.7,2,6,13,13,5,1,3,1,0,1188.0,ok,1356.0,ok,1071.0,ok,162.0,ok,618.0,ok,1325.0,ok,1162.0,ok
247,data/automata/random/TGBA.hoa:6634.1-6660.7,2,6,12,12,5,2,3,1,0,644.0,ok,619.0,ok,570.0,ok,129.0,ok,140.0,ok,610.0,ok,644.0,ok
248,data/automata/random/TGBA.hoa:6661.1-6684.7,2,5,10,10,5,1,2,1,0,799.0,ok,981.0,ok,732.0,ok,140.0,ok,64.0,ok,927.0,ok,796.0,ok
249,data/automata/random/TGBA.hoa:6685.1-6718.7,2,7,18,18,5,1,2,1,0,977.0,ok,1157.0,ok,928.0,ok,140.0,ok,1034.0,ok,1113.0,ok,977.0,ok
250,data/automata/random/TGBA.hoa:6719.1-6743.7,2,5,11,11,5,1,3,1,0,230.0,ok,259.0,ok,212.0,ok,50.0,ok,172.0,ok,245.0,ok,230.0,ok
251,data/automata/random/TGBA.hoa:6744.1-6768.7,3,5,11,11,5,1,3,1,0,341.0,ok,388.0,ok,318.0,ok,62.0,ok,341.0,ok,375.0,ok,341.0,ok
252,data/automata/random/TGBA.hoa:6769.1-6803.7,3,7,19,19,5,1,1,1,0,2530.0,ok,2801.0,ok,2356.0,ok,394.0,ok,1209.0,ok,2596.0,ok,2499.0,ok
253,data/automata/random/TGBA.hoa:6804.1-6823.7,3,4,7,7,5,1,0,0,0,45.0,ok,43.0,ok,40.0,ok,36.0,ok,35.0,ok,43.0,ok,45.0,ok
254,data/automata/random/TGBA.hoa:6824.1-6850.7,3,6,12,12,5,1,0,0,0,71.0,ok,70.0,ok,64.0,ok,62.0,ok,49.0,ok,70.0,ok,71.0,ok
255,data/automata/random/TGBA.hoa:6851.1-6875.7,3,6,10,10,5,1,1,1,0,272.0,ok,303.0,ok,238.0,ok,79.0,ok,272.0,ok,298.0,ok,272.0,ok
256,data/automata/random/TGBA.hoa:6876.1-6907.7,3,7,16,16,5,2,1,1,0,396.0,ok,406.0,ok,359.0,ok,121.0,ok,390.0,ok,404.0,ok,396.0,ok
257,data/automata/random/TGBA.hoa:6908.1-6935.7,3,6,13,13,5,2,2,1,0,411.0,ok,427.0,ok,368.0,ok,91.0,ok,349.0,ok,421.0,ok,411.0,ok
258,data/automata/random/TGBA.hoa:6936.1-6970.7,3,7,19,19,5,1,2,1,0,1786.0,ok,2232.0,ok,1672.0,ok,292.0,ok,1206.0,ok,2150.0,ok,1786.0,ok
259,data/automata/random/TGBA.hoa:6971.1-7003.7,3,7,17,17,5,1,1,1,0,443.0,ok,448.0,ok,394.0,ok,136.0,ok,433.0,ok,447.0,ok,443.0,ok
260,data/automata/random/TGBA.hoa:7004.1-7030.7,3,6,12,12,5,1,0,0,0,70.0,ok,70.0,ok,63.0,ok,61.0,ok,70.0,ok,70.0,ok,70.0,ok
261,data/automata/random/TGBA.hoa:7031.1-7055.7,3,5,11,11,5,1,0,0,0,61.0,ok,58.0,ok,55.0,ok,52.0,ok,57.0,ok,58.0,ok,61.0,ok
262,data/automata/random/TGBA.hoa:7056.1-7083.7,3,6,13,13,5,1,2,1,0,331.0,ok,331.0,ok,300.0,ok,88.0,ok,287.0,ok,324.0,ok,331.0,ok
263,data/automata/random/TGBA.hoa:7084.1-7116.7,3,7,17,17,5,1,1,1,0,568.0,ok,601.0,ok,526.0,ok,126.0,ok,572.0,ok,592.0,ok,568.0,ok
264,data/automata/random/TGBA.hoa:7117.1-7149.7,3,7,17,17,5,1,4,1,0,712.0,ok,908.0,ok,692.0,ok,146.0,ok,712.0,ok,864.0,ok,712.0,ok
265,data/automata/random/TGBA.hoa:7150.1-7175.7,3,5,12,12,5,1,1,1,0,135.0,ok,146.0,ok,122.0,ok,58.0,ok,131.0,ok,146.0,ok,135.0,ok
266,data/automata/random/TGBA.hoa:7176.1-7209.7,3,7,18,18,5,1,3,1,0,864.0,ok,956.0,ok,817.0,ok,143.0,ok,852.0,ok,949.0,ok,864.0,ok
267,data/automata/random/TGBA.hoa:7210.1-7238.7,3,6,14,14,5,1,0,0,0,71.0,ok,70.0,ok,64.0,ok,62.0,ok,71.0,ok,70.0,ok,71.0,ok
268,data/automata/random/TGBA.hoa:7239.1-7274.7,3,7,20,20,5,1,3,1,0,1617.0,ok,2026.0,ok,1484.0,ok,272.0,ok,1663.0,ok,1926.0,ok,1617.0,ok
269,data/automata/random/TGBA.hoa:7275.1-7302.7,3,7,12,12,5,2,0,0,0,72.0,ok,72.0,ok,64.0,ok,53.0,ok,50.0,ok,72.0,ok,72.0,ok
270,data/automata/random/TGBA.hoa:7303.1-7331.7,3,7,13,13,5,1,1,1,0,233.0,ok,244.0,ok,213.0,ok,83.0,ok,148.0,ok,238.0,ok,233.0,ok
271,data/automata/random/TGBA.hoa:7332.1-7361.7,4,7,14,14,5,2,0,0,0,66.0,ok,64.0,ok,59.0,ok,57.0,ok,62.0,ok,64.0,ok,66.0,ok
272,data/automata/random/TGBA.hoa:7362.1-7391.7,4,7,14,14,5,2,1,1,0,244.0,ok,245.0,ok,213.0,ok,85.0,ok,236.0,ok,245.0,ok,244.0,ok
273,data/automata/random/TGBA.hoa:7392.1-7423.7,4,7,16,16,5,1,2,1,0,468.0,ok,496.0,ok,420.0,ok,114.0,ok,452.0,ok,488.0,ok,468.0,ok
274,data/automata/random/TGBA.hoa:7424.1-7455.7,4,7,16,16,5,2,1,1,0,410.0,ok,412.0,ok,364.0,ok,114.0,ok,221.0,ok,402.0,ok,410.0,ok
275,data/automata/random/TGBA.hoa:7456.1-7487.7,4,7,16,16,5,1,0,0,0,86.0,ok,84.0,ok,78.0,ok,77.0,ok,82.0,ok,84.0,ok,86.0,ok
276,data/automata/random/TGBA.hoa:7488.1-7514.7,4,6,12,12,5,1,0,0,0,72.0,ok,72.0,ok,65.0,ok,63.0,ok,65.0,ok,72.0,ok,72.0,ok
277,data/automata/random/TGBA.hoa:7515.1-7547.7,4,7,17,17,5,1,0,0,0,82.0,ok,81.0,ok,74.0,ok,73.0,ok,82.0,ok,81.0,ok,82.0,ok
278,data/automata/random/TGBA.hoa:7548.1-7566.7,4,4,6,6,5,2,0,0,0,41.0,ok,40.0,ok,37.0,ok,32.0,ok,41.0,ok,40.0,ok,41.0,ok
279,data/automata/random/TGBA.hoa:7567.1-7590.7,4,5,10,10,5,2,0,0,0,56.0,ok,55.0,ok,50.0,ok,35.0,ok,52.0,ok,55.0,ok,56.0,ok
280,data/automata/random/TGBA.hoa:7591.1-7625.7,4,7,19,19,5,1,3,1,0,1140.0,ok,1198.0,ok,1049.0,ok,186.0,ok,898.0,ok,1172.0,ok,1140.0,ok
281,data/automata/random/TGBA.hoa:7626.1-7653.7,4,6,13,13,5,1,1,1,0,176.0,ok,190.0,ok,163.0,ok,120.0,ok,166.0,ok,190.0,ok,176.0,ok
282,data/automata/random/TGBA.hoa:7654.1-7689.7,4,7,20,20,5,1,0,0,0,82.0,ok,81.0,ok,74.0,ok,73.0,ok,80.0,ok,81.0,ok,82.0,ok
283,data/automata/random/TGBA.hoa:7690.1-7712.7,4,5,9,9,5,1,0,0,0,58.0,ok,56.0,ok,52.0,ok,49.0,ok,36.0,ok,56.0,ok,58.0,ok
284,data/automata/random/TGBA.hoa:7713.1-7741.7,4,7,13,13,5,1,1,1,0,570.0,ok,561.0,ok,513.0,ok,151.0,ok,438.0,ok,560.0,ok,570.0,ok
285,data/automata/random/TGBA.hoa:7742.1-7774.7,4,7,17,17,5,1,0,0,0,82.0,ok,82.0,ok,74.0,ok,73.0,ok,82.0,ok,82.0,ok,82.0,ok
286,data/automata/random/TGBA.hoa:7775.1-7803.7,4,6,14,14,5,1,0,0,0,75.0,ok,75.0,ok,68.0,ok,66.0,ok,75.0,ok,75.0,ok,75.0,ok
287,data/automata/random/TGBA.hoa:7804.1-7828.7,2,5,11,11,6,1,2,1,0,1000.0,ok,1206.0,ok,953.0,ok,127.0,ok,882.0,ok,1160.0,ok,1000.0,ok
288,data/automata/random/TGBA.hoa:7829.1-7863.7,2,7,19,19,6,1,2,1,0,1137.0,ok,1146.0,ok,1053.0,ok,196.0,ok,938.0,ok,1138.0,ok,1137.0,ok
289,data/automata/random/TGBA.hoa:7864.1-7883.7,2,4,7,7,6,1,1,1,0,235.0,ok,238.0,ok,214.0,ok,56.0,ok,193.0,ok,234.0,ok,235.0,ok
290,data/automata/random/TGBA.hoa:7884.1-7915.7,2,7,16,16,6,1,2,1,0,895.0,ok,907.0,ok,789.0,ok,160.0,ok,895.0,ok,895.0,ok,889.0,ok
291,data/automata/random/TGBA.hoa:7916.1-7950.7,2,7,19,19,6,2,3,1,0,19802.0,ok,25377.0,ok,17417.0,ok,2469.0,ok,17636.0,ok,23678.0,ok,18880.0,ok
292,data/automata/random/TGBA.hoa:7951.1-7983.7,2,7,17,17,6,1,3,1,0,3382.0,ok,3829.0,ok,3008.0,ok,463.0,ok,1243.0,ok,3557.0,ok,3365.0,ok
293,data/automata/random/TGBA.hoa:7984.1-8011.7,2,6,13,13,6,4,0,0,0,68.0,ok,66.0,ok,62.0,ok,37.0,ok,62.0,ok,66.0,ok,68.0,ok
294,data/automata/random/TGBA.hoa:8012.1-8044.7,2,7,17,17,6,1,3,1,0,6807.0,ok,9153.0,ok,6260.0,ok,908.0,ok,6807.0,ok,8648.0,ok,6731.0,ok
295,data/automata/random/TGBA.hoa:8045.1-8076.7,2,7,16,16,6,1,3,1,0,1629.0,ok,1866.0,ok,1539.0,ok,233.0,ok,1644.0,ok,1817.0,ok,1629.0,ok
296,data/automata/random/TGBA.hoa:8077.1-8109.7,2,7,17,17,6,1,2,1,0,1395.0,ok,1606.0,ok,1314.0,ok,254.0,ok,1395.0,ok,1576.0,ok,1395.0,ok
297,data/automata/random/TGBA.hoa:8110.1-8135.7,2,5,12,12,6,1,2,1,0,1248.0,ok,1578.0,ok,1175.0,ok,246.0,ok,1121.0,ok,1517.0,ok,1248.0,ok
298,data/automata/random/TGBA.hoa:8136.1-8169.7,2,7,18,18,6,1,3,1,0,1665.0,ok,2229.0,ok,1590.0,ok,238.0,ok,1928.0,ok,2148.0,ok,1665.0,ok
299,data/automata/random/TGBA.hoa:8170.1-8188.7,2,4,6,6,6,1,0,0,0,59.0,ok,56.0,ok,54.0,ok,48.0,ok,37.0,ok,56.0,ok,59.0,ok
300,data/automata/random/TGBA.hoa:8189.1-8217.7,2,6,14,14,6,1,4,1,0,1324.0,ok,1606.0,ok,1232.0,ok,177.0,ok,1311.0,ok,1539.0,ok,1309.0,ok
301,data/automata/random/TGBA.hoa:8218.1-8253.7,2,7,20,20,6,1,2,1,0,6681.0,ok,8771.0,ok,6214.0,ok,928.0,ok,6681.0,ok,8393.0,ok,6616.0,ok
302,data/automata/random/TGBA.hoa:8254.1-8281.7,2,7,12,12,6,1,0,0,0,70.0,ok,68.0,ok,62.0,ok,59.0,ok,70.0,ok,68.0,ok,70.0,ok
303,data/automata/random/TGBA.hoa:8282.1-8316.7,2,7,19,19,6,1,4,1,0,6950.0,ok,10072.0,ok,6549.0,ok,850.0,ok,6309.0,ok,9405.0,ok,6946.0,ok
304,data/automata/random/TGBA.hoa:8317.1-8349.7,2,7,17,17,6,1,2,1,0,986.0,ok,1151.0,ok,924.0,ok,230.0,ok,910.0,ok,1125.0,ok,986.0,ok
305,data/automata/random/TGBA.hoa:8350.1-8381.7,2,7,16,16,6,1,4,1,0,1802.0,ok,2132.0,ok,1726.0,ok,296.0,ok,1806.0,ok,2062.0,ok,1802.0,ok
306,data/automata/random/TGBA.hoa:8382.1-8411.7,3,7,14,14,6,2,1,1,0,360.0,ok,409.0,ok,347.0,ok,85.0,ok,248.0,ok,399.0,ok,360.0,ok
307,data/automata/random/TGBA.hoa:8412.1-8441.7,3,7,14,14,6,1,1,1,0,404.0,ok,432.0,ok,382.0,ok,130.0,ok,318.0,ok,431.0,ok,404.0,ok
308,data/automata/random/TGBA.hoa:8442.1-8473.7,3,7,16,16,6,1,1,1,0,528.0,ok,522.0,ok,478.0,ok,158.0,ok,516.0,ok,522.0,ok,528.0,ok
309,data/automata/random/TGBA.hoa:8474.1-8499.7,3,6,11,11,6,1,1,1,0,344.0,ok,368.0,ok,312.0,ok,90.0,ok,268.0,ok,366.0,ok,344.0,ok
310,data/automata/random/TGBA.hoa:8500.1-8531.7,3,7,16,16,6,1,2,1,0,373.0,ok,403.0,ok,340.0,ok,108.0,ok,369.0,ok,400.0,ok,373.0,ok
311,data/automata/random/TGBA.hoa:8532.1-8563.7,3,7,16,16,6,1,0,0,0,90.0,ok,88.0,ok,82.0,ok,79.0,ok,88.0,ok,88.0,ok,90.0,ok
312,data/automata/random/TGBA.hoa:8564.1-8590.7,3,6,12,12,6,1,0,0,0,83.0,ok,83.0,ok,76.0,ok,72.0,ok,83.0,ok,83.0,ok,83.0,ok
313,data/automata/random/TGBA.hoa:8591.1-8610.7,3,4,7,7,6,1,0,0,0,49.0,ok,49.0,ok,44.0,ok,38.0,ok,49.0,ok,49.0,ok,49.0,ok
314,data/automata/random/TGBA.hoa:8611.1-8643.7,3,7,17,17,6,1,1,1,0,768.0,ok,844.0,ok,726.0,ok,141.0,ok,513.0,ok,822.0,ok,768.0,ok
315,data/automata/random/TGBA.hoa:8644.1-8678.7,3,7,19,19,6,4,1,1,0,482.0,ok,549.0,ok,461.0,ok,145.0,ok,388.0,ok,544.0,ok,482.0,ok
316,data/automata/random/TGBA.hoa:8679.1-8706.7,3,6,13,13,6,1,0,0,0,77.0,ok,76.0,ok,70.0,ok,66.0,ok,75.0,ok,76.0,ok,77.0,ok
317,data/automata/random/TGBA.hoa:8707.1-8742.7,3,7,20,20,6,1,4,1,0,891.0,ok,1022.0,ok,855.0,ok,163.0,ok,656.0,ok,987.0,ok,891.0,ok
318,data/automata/random/TGBA.hoa:8743.1-8768.7,3,5,12,12,6,1,1,1,0,593.0,ok,649.0,ok,550.0,ok,138.0,ok,593.0,ok,634.0,ok,593.0,ok
319,data/automata/random/TGBA.hoa:8769.1-8797.7,3,7,13,13,6,1,1,1,0,932.0,ok,979.0,ok,882.0,ok,156.0,ok,640.0,ok,954.0,ok,932.0,ok
320,data/automata/random/TGBA.hoa:8798.1-8820.7,3,5,9,9,6,1,1,1,0,454.0,ok,429.0,ok,405.0,ok,120.0,ok,140.0,ok,427.0,ok,454.0,ok
321,data/automata/random/TGBA.hoa:8821.1-8849.7,3,7,13,13,6,1,1,1,0,788.0,ok,774.0,ok,731.0,ok,95.0,ok,222.0,ok,768.0,ok,788.0,ok
322,data/automata/random/TGBA.hoa:8850.1-8882.7,3,7,17,17,6,1,2,1,0,1024.0,ok,1107.0,ok,951.0,ok,156.0,ok,1138.0,ok,1092.0,ok,1024.0,ok
323,data/automata/random/TGBA.hoa:8883.1-8903.7,4,4,8,8,6,1,0,0,0,65.0,ok,65.0,ok,60.0,ok,54.0,ok,55.0,ok,65.0,ok,65.0,ok
324,data/automata/random/TGBA.hoa:8904.1-8935.7,4,7,16,16,6,1,0,0,0,102.0,ok,101.0,ok,94.0,ok,91.0,ok,100.0,ok,101.0,ok,102.0,ok
325,data/automata/random/TGBA.hoa:8936.1-8961.7,4,5,12,12,6,1,1,1,0,566.0,ok,580.0,ok,523.0,ok,146.0,ok,507.0,ok,578.0,ok,566.0,ok
326,data/automata/random/TGBA.hoa:8962.1-8990.7,4,6,14,14,6,1,2,1,0,469.0,ok,493.0,ok,430.0,ok,98.0,ok,440.0,ok,484.0,ok,469.0,ok
327,data/automata/random/TGBA.hoa:8991.1-9019.7,4,6,14,14,6,1,0,0,0,71.0,ok,70.0,ok,64.0,ok,60.0,ok,63.0,ok,70.0,ok,71.0,ok
328,data/automata/random/TGBA.hoa:9020.1-9043.7,4,5,10,10,6,1,0,0,0,64.0,ok,64.0,ok,58.0,ok,53.0,ok,62.0,ok,64.0,ok,64.0,ok
329,data/automata/random/TGBA.hoa:9044.1-9075.7,4,7,16,16,6,1,1,1,0,936.0,ok,950.0,ok,858.0,ok,196.0,ok,822.0,ok,944.0,ok,936.0,ok
330,data/automata/random/TGBA.hoa:9076.1-9110.7,4,7,19,19,6,1,0,0,0,101.0,ok,101.0,ok,93.0,ok,90.0,ok,46.0,ok,101.0,ok,101.0,ok
331,data/automata/random/TGBA.hoa:9111.1-9137.7,4,5,13,13,6,1,0,0,0,74.0,ok,74.0,ok,68.0,ok,63.0,ok,74.0,ok,74.0,ok,74.0,ok
332,data/automata/random/TGBA.hoa:9138.1-9169.7,4,6,17,17,6,1,0,0,0,91.0,ok,91.0,ok,84.0,ok,80.0,ok,89.0,ok,91.0,ok,91.0,ok
333,data/automata/random/TGBA.hoa:9170.1-9199.7,4,6,15,15,6,1,1,1,0,1022.0,ok,1033.0,ok,935.0,ok,189.0,ok,475.0,ok,1023.0,ok,1022.0,ok
