,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo+,SimCo+_exit_status,Autfilt,Autfilt_exit_status,SimCo,SimCo_exit_status
347,data/automata/random/TGBA.hoa:9563.1-9594.7,2,7,16,16,7,1,2,1,0,58.0,ok,58.0,ok,178.0,ok,58.0,ok,997.0,ok
348,data/automata/random/TGBA.hoa:9595.1-9620.7,2,6,11,11,7,1,1,1,0,46.0,ok,45.0,ok,116.0,ok,45.0,ok,538.0,ok
349,data/automata/random/TGBA.hoa:9621.1-9645.7,2,6,10,10,7,1,2,1,0,16.0,ok,13.0,ok,66.0,ok,15.0,ok,239.0,ok
350,data/automata/random/TGBA.hoa:9646.1-9680.7,2,7,19,19,7,1,3,1,0,1978.0,ok,4099.0,ok,350.0,ok,4093.0,ok,3068.0,ok
351,data/automata/random/TGBA.hoa:9681.1-9708.7,2,6,13,13,7,1,1,1,0,1318.0,ok,506.0,ok,450.0,ok,716.0,ok,3787.0,ok
352,data/automata/random/TGBA.hoa:9709.1-9744.7,2,7,20,20,7,1,4,1,0,579773.0,ok,769654.0,ok,1935.0,ok,1012402.0,ok,23632.0,ok
353,data/automata/random/TGBA.hoa:9745.1-9770.7,2,5,12,12,7,1,4,1,0,683.0,ok,568.0,ok,119.0,ok,668.0,ok,641.0,ok
354,data/automata/random/TGBA.hoa:9771.1-9799.7,2,7,13,13,7,1,3,1,0,82.0,ok,81.0,ok,103.0,ok,82.0,ok,821.0,ok
355,data/automata/random/TGBA.hoa:9800.1-9822.7,2,5,9,9,7,1,0,0,0,20.0,ok,15.0,ok,40.0,ok,15.0,ok,75.0,ok
356,data/automata/random/TGBA.hoa:9823.1-9851.7,2,7,13,13,7,1,3,1,0,42.0,ok,39.0,ok,98.0,ok,39.0,ok,897.0,ok
357,data/automata/random/TGBA.hoa:9852.1-9884.7,2,7,17,17,7,1,3,1,0,608.0,ok,785.0,ok,210.0,ok,819.0,ok,1543.0,ok
358,data/automata/random/TGBA.hoa:9885.1-9905.7,3,4,8,8,7,1,1,1,0,26.0,ok,25.0,ok,49.0,ok,25.0,ok,75.0,ok
359,data/automata/random/TGBA.hoa:9906.1-9937.7,3,7,16,16,7,2,1,1,0,79.0,ok,79.0,ok,173.0,ok,79.0,ok,999.0,ok
360,data/automata/random/TGBA.hoa:9938.1-9963.7,3,5,12,12,7,1,2,1,0,475.0,ok,378.0,ok,117.0,ok,454.0,ok,496.0,ok
361,data/automata/random/TGBA.hoa:9964.1-9992.7,3,6,14,14,7,1,1,1,0,319.0,ok,70.0,ok,297.0,ok,76.0,ok,2740.0,ok
362,data/automata/random/TGBA.hoa:9993.1-10021.7,3,6,14,14,7,1,2,1,0,48.0,ok,47.0,ok,134.0,ok,47.0,ok,931.0,ok
363,data/automata/random/TGBA.hoa:10022.1-10051.7,3,6,15,15,7,1,2,1,0,720.0,ok,854.0,ok,136.0,ok,879.0,ok,1103.0,ok
364,data/automata/random/TGBA.hoa:10052.1-10075.7,3,5,10,10,7,1,0,0,0,40.0,ok,25.0,ok,77.0,ok,25.0,ok,90.0,ok
365,data/automata/random/TGBA.hoa:10076.1-10107.7,3,7,16,16,7,1,1,1,0,78.0,ok,76.0,ok,223.0,ok,77.0,ok,1217.0,ok
366,data/automata/random/TGBA.hoa:10108.1-10142.7,3,7,19,19,7,1,4,1,0,251.0,ok,256.0,ok,144.0,ok,257.0,ok,1180.0,ok
367,data/automata/random/TGBA.hoa:10143.1-10169.7,3,5,13,13,7,1,3,1,0,76.0,ok,75.0,ok,87.0,ok,75.0,ok,493.0,ok
368,data/automata/random/TGBA.hoa:10170.1-10199.7,3,6,15,15,7,1,1,1,0,362.0,ok,188.0,ok,212.0,ok,207.0,ok,1450.0,ok
369,data/automata/random/TGBA.hoa:10200.1-10222.7,3,5,9,9,7,3,0,0,0,13.0,ok,11.0,ok,36.0,ok,13.0,ok,49.0,ok
370,data/automata/random/TGBA.hoa:10223.1-10252.7,3,6,15,15,7,1,2,1,0,78.0,ok,101.0,ok,226.0,ok,121.0,ok,2188.0,ok
371,data/automata/random/TGBA.hoa:10253.1-10271.7,3,4,6,6,7,2,0,0,0,18.0,ok,13.0,ok,36.0,ok,15.0,ok,55.0,ok
372,data/automata/random/TGBA.hoa:10272.1-10305.7,3,7,18,18,7,1,1,1,0,34.0,ok,32.0,ok,128.0,ok,33.0,ok,635.0,ok
373,data/automata/random/TGBA.hoa:10306.1-10335.7,3,7,14,14,7,1,0,0,0,47.0,ok,20.0,ok,61.0,ok,40.0,ok,103.0,ok
374,data/automata/random/TGBA.hoa:10336.1-10356.7,3,4,8,8,7,1,0,0,0,18.0,ok,18.0,ok,50.0,ok,26.0,ok,74.0,ok
375,data/automata/random/TGBA.hoa:10357.1-10378.7,3,5,8,8,7,1,1,1,0,24.0,ok,24.0,ok,42.0,ok,24.0,ok,303.0,ok
376,data/automata/random/TGBA.hoa:10379.1-10412.7,3,7,18,18,7,1,1,1,0,84.0,ok,83.0,ok,189.0,ok,83.0,ok,881.0,ok
377,data/automata/random/TGBA.hoa:10413.1-10447.7,3,7,19,19,7,1,1,1,0,84.0,ok,81.0,ok,226.0,ok,83.0,ok,1047.0,ok
378,data/automata/random/TGBA.hoa:10448.1-10477.7,3,7,14,14,7,1,0,0,0,70.0,ok,38.0,ok,95.0,ok,43.0,ok,112.0,ok
379,data/automata/random/TGBA.hoa:10478.1-10502.7,4,5,11,11,7,2,1,1,0,26.0,ok,26.0,ok,70.0,ok,26.0,ok,257.0,ok
380,data/automata/random/TGBA.hoa:10503.1-10537.7,4,7,19,19,7,1,1,1,0,92.0,ok,91.0,ok,218.0,ok,91.0,ok,1179.0,ok
381,data/automata/random/TGBA.hoa:10538.1-10571.7,4,7,18,18,7,1,1,1,0,54.0,ok,52.0,ok,123.0,ok,53.0,ok,792.0,ok
382,data/automata/random/TGBA.hoa:10572.1-10601.7,4,7,14,14,7,1,0,0,0,82.0,ok,42.0,ok,91.0,ok,48.0,ok,104.0,ok
383,data/automata/random/TGBA.hoa:10602.1-10627.7,4,5,12,12,7,1,0,0,0,44.0,ok,27.0,ok,71.0,ok,27.0,ok,86.0,ok
384,data/automata/random/TGBA.hoa:10628.1-10662.7,4,7,19,19,7,1,0,0,0,68.0,ok,36.0,ok,99.0,ok,42.0,ok,116.0,ok
385,data/automata/random/TGBA.hoa:10663.1-10691.7,4,6,14,14,7,1,2,1,0,32.0,ok,30.0,ok,94.0,ok,31.0,ok,906.0,ok
386,data/automata/random/TGBA.hoa:10692.1-10713.7,4,5,8,8,7,1,0,0,0,34.0,ok,19.0,ok,51.0,ok,21.0,ok,72.0,ok
387,data/automata/random/TGBA.hoa:10714.1-10734.7,4,4,8,8,7,1,0,0,0,28.0,ok,16.0,ok,42.0,ok,18.0,ok,69.0,ok
388,data/automata/random/TGBA.hoa:10735.1-10758.7,4,5,10,10,7,1,0,0,0,32.0,ok,17.0,ok,62.0,ok,20.0,ok,79.0,ok
389,data/automata/random/TGBA.hoa:10759.1-10783.7,4,5,11,11,7,1,0,0,0,40.0,ok,25.0,ok,63.0,ok,25.0,ok,84.0,ok
390,data/automata/random/TGBA.hoa:10784.1-10816.7,4,7,17,17,7,1,0,0,0,70.0,ok,40.0,ok,87.0,ok,42.0,ok,101.0,ok
391,data/automata/random/TGBA.hoa:10817.1-10846.7,4,7,14,14,7,1,0,0,0,44.0,ok,35.0,ok,101.0,ok,46.0,ok,114.0,ok
392,data/automata/random/TGBA.hoa:10847.1-10870.7,4,5,10,10,7,1,0,0,0,28.0,ok,16.0,ok,55.0,ok,24.0,ok,74.0,ok
393,data/automata/random/TGBA.hoa:10871.1-10896.7,4,6,11,11,7,1,0,0,0,42.0,ok,23.0,ok,59.0,ok,28.0,ok,84.0,ok
394,data/automata/random/TGBA.hoa:10897.1-10928.7,2,7,16,16,8,1,3,1,0,8175.0,ok,9182.0,ok,335.0,ok,7030.0,ok,3249.0,ok
395,data/automata/random/TGBA.hoa:10929.1-10954.7,2,5,12,12,8,1,3,1,0,7603.0,ok,4470.0,ok,312.0,ok,3604.0,ok,3074.0,ok
396,data/automata/random/TGBA.hoa:10955.1-10983.7,2,6,14,14,8,1,1,1,0,,timeout,13759.0,ok,9991.0,ok,10499.0,ok,136751.0,ok
397,data/automata/random/TGBA.hoa:10984.1-11007.7,2,5,10,10,8,1,1,1,0,99.0,ok,113.0,ok,146.0,ok,113.0,ok,713.0,ok
398,data/automata/random/TGBA.hoa:11008.1-11029.7,2,4,9,9,8,1,1,1,0,36.0,ok,30.0,ok,78.0,ok,34.0,ok,497.0,ok
399,data/automata/random/TGBA.hoa:11030.1-11061.7,2,7,16,16,8,1,4,1,0,10823.0,ok,1525.0,ok,457.0,ok,1939.0,ok,5232.0,ok
400,data/automata/random/TGBA.hoa:11062.1-11088.7,2,5,13,13,8,1,2,1,0,15384.0,ok,18011.0,ok,443.0,ok,15214.0,ok,7554.0,ok
401,data/automata/random/TGBA.hoa:11089.1-11118.7,2,6,15,15,8,1,4,1,0,391.0,ok,298.0,ok,235.0,ok,386.0,ok,2959.0,ok
402,data/automata/random/TGBA.hoa:11119.1-11148.7,2,6,15,15,8,1,3,1,0,1129.0,ok,1536.0,ok,208.0,ok,1770.0,ok,1889.0,ok
403,data/automata/random/TGBA.hoa:11149.1-11182.7,2,7,18,18,8,1,3,1,0,150.0,ok,146.0,ok,263.0,ok,149.0,ok,2378.0,ok
404,data/automata/random/TGBA.hoa:11183.1-11212.7,2,7,14,14,8,1,2,1,0,62.0,ok,61.0,ok,150.0,ok,61.0,ok,1444.0,ok
405,data/automata/random/TGBA.hoa:11213.1-11233.7,2,4,8,8,8,1,0,0,0,22.0,ok,12.0,ok,39.0,ok,18.0,ok,64.0,ok
406,data/automata/random/TGBA.hoa:11234.1-11255.7,2,5,8,8,8,2,1,1,0,21.0,ok,21.0,ok,31.0,ok,22.0,ok,250.0,ok
407,data/automata/random/TGBA.hoa:11256.1-11279.7,2,5,10,10,8,1,3,1,0,137.0,ok,312.0,ok,92.0,ok,355.0,ok,901.0,ok
408,data/automata/random/TGBA.hoa:11280.1-11305.7,2,6,11,11,8,1,1,1,0,40.0,ok,39.0,ok,83.0,ok,39.0,ok,359.0,ok
409,data/automata/random/TGBA.hoa:11306.1-11339.7,2,7,18,18,8,1,3,1,0,813.0,ok,1298.0,ok,306.0,ok,1509.0,ok,2732.0,ok
410,data/automata/random/TGBA.hoa:11340.1-11374.7,2,7,19,19,8,1,3,1,0,23426.0,ok,41127.0,ok,388.0,ok,41011.0,ok,4192.0,ok
411,data/automata/random/TGBA.hoa:11375.1-11404.7,2,7,14,14,8,1,1,1,0,327.0,ok,137.0,ok,164.0,ok,151.0,ok,1655.0,ok
412,data/automata/random/TGBA.hoa:11405.1-11437.7,2,7,17,17,8,1,3,1,0,57491.0,ok,37028.0,ok,892.0,ok,28388.0,ok,9856.0,ok
413,data/automata/random/TGBA.hoa:11438.1-11462.7,3,5,11,11,8,1,1,1,0,42.0,ok,41.0,ok,67.0,ok,41.0,ok,259.0,ok
414,data/automata/random/TGBA.hoa:11463.1-11497.7,3,7,19,19,8,1,4,1,0,2348.0,ok,1562.0,ok,246.0,ok,1668.0,ok,2619.0,ok
415,data/automata/random/TGBA.hoa:11498.1-11531.7,3,7,18,18,8,1,3,1,0,84.0,ok,83.0,ok,212.0,ok,83.0,ok,1769.0,ok
416,data/automata/random/TGBA.hoa:11532.1-11561.7,3,7,14,14,8,1,1,1,0,82.0,ok,81.0,ok,132.0,ok,82.0,ok,604.0,ok
417,data/automata/random/TGBA.hoa:11562.1-11587.7,3,5,12,12,8,1,0,0,0,32.0,ok,21.0,ok,72.0,ok,23.0,ok,98.0,ok
418,data/automata/random/TGBA.hoa:11588.1-11610.7,3,5,9,9,8,1,0,0,0,38.0,ok,19.0,ok,65.0,ok,26.0,ok,85.0,ok
419,data/automata/random/TGBA.hoa:11611.1-11639.7,3,6,14,14,8,1,0,0,0,48.0,ok,34.0,ok,82.0,ok,46.0,ok,109.0,ok
420,data/automata/random/TGBA.hoa:11640.1-11663.7,3,5,10,10,8,1,1,1,0,30.0,ok,30.0,ok,78.0,ok,30.0,ok,477.0,ok
421,data/automata/random/TGBA.hoa:11664.1-11696.7,3,7,17,17,8,1,1,1,0,2253.0,ok,121.0,ok,348.0,ok,125.0,ok,3597.0,ok
422,data/automata/random/TGBA.hoa:11697.1-11724.7,3,6,13,13,8,1,3,1,0,179.0,ok,91.0,ok,94.0,ok,111.0,ok,678.0,ok
423,data/automata/random/TGBA.hoa:11725.1-11754.7,3,7,14,14,8,1,3,1,0,34.0,ok,34.0,ok,99.0,ok,34.0,ok,593.0,ok
424,data/automata/random/TGBA.hoa:11755.1-11785.7,4,6,16,16,8,1,1,1,0,,timeout,422.0,ok,210.0,ok,462.0,ok,1164.0,ok
425,data/automata/random/TGBA.hoa:11786.1-11808.7,4,5,9,9,8,1,1,1,0,54.0,ok,53.0,ok,96.0,ok,53.0,ok,605.0,ok
426,data/automata/random/TGBA.hoa:11809.1-11840.7,4,7,16,16,8,1,0,0,0,70.0,ok,40.0,ok,113.0,ok,49.0,ok,128.0,ok
427,data/automata/random/TGBA.hoa:11841.1-11873.7,4,7,17,17,8,1,1,1,0,92.0,ok,91.0,ok,238.0,ok,91.0,ok,1479.0,ok
428,data/automata/random/TGBA.hoa:11874.1-11902.7,4,6,14,14,8,1,0,0,0,48.0,ok,38.0,ok,92.0,ok,40.0,ok,117.0,ok
429,data/automata/random/TGBA.hoa:11903.1-11930.7,4,7,12,12,8,1,0,0,0,28.0,ok,26.0,ok,107.0,ok,33.0,ok,122.0,ok
430,data/automata/random/TGBA.hoa:11931.1-11953.7,4,5,9,9,8,1,0,0,0,18.0,ok,14.0,ok,35.0,ok,19.0,ok,84.0,ok
431,data/automata/random/TGBA.hoa:11954.1-11991.7,4,7,22,22,8,1,1,1,0,130.0,ok,127.0,ok,276.0,ok,129.0,ok,2212.0,ok
432,data/automata/random/TGBA.hoa:11992.1-12008.7,4,3,5,5,8,1,0,0,0,12.0,ok,8.0,ok,21.0,ok,12.0,ok,52.0,ok
433,data/automata/random/TGBA.hoa:12009.1-12035.7,4,6,12,12,8,1,0,0,0,34.0,ok,20.0,ok,77.0,ok,32.0,ok,108.0,ok
434,data/automata/random/TGBA.hoa:12036.1-12061.7,4,6,11,11,8,1,1,1,0,41.0,ok,40.0,ok,63.0,ok,40.0,ok,324.0,ok
435,data/automata/random/TGBA.hoa:12062.1-12089.7,4,6,13,13,8,1,1,1,0,111.0,ok,152.0,ok,160.0,ok,155.0,ok,638.0,ok
436,data/automata/random/TGBA.hoa:12090.1-12120.7,4,7,15,15,8,1,0,0,0,66.0,ok,44.0,ok,99.0,ok,60.0,ok,114.0,ok
437,data/automata/random/TGBA.hoa:12121.1-12152.7,4,6,17,17,8,1,1,1,0,591.0,ok,411.0,ok,213.0,ok,451.0,ok,1388.0,ok
438,data/automata/random/TGBA.hoa:12153.1-12187.7,4,7,19,19,8,2,1,1,0,84.0,ok,83.0,ok,186.0,ok,50.0,ok,911.0,ok
439,data/automata/random/TGBA.hoa:12188.1-12215.7,4,6,13,13,8,1,0,0,0,58.0,ok,31.0,ok,82.0,ok,39.0,ok,109.0,ok
440,data/automata/random/TGBA.hoa:12216.1-12245.7,4,6,15,15,8,1,2,1,0,1305.0,ok,955.0,ok,122.0,ok,1181.0,ok,1049.0,ok
441,data/automata/random/TGBA.hoa:12246.1-12282.7,4,7,21,21,8,1,1,1,0,130.0,ok,128.0,ok,173.0,ok,129.0,ok,2420.0,ok
442,data/automata/random/TGBA.hoa:12283.1-12314.7,4,7,16,16,8,1,0,0,0,66.0,ok,42.0,ok,110.0,ok,47.0,ok,125.0,ok
443,data/automata/random/TGBA.hoa:12315.1-12348.7,4,7,18,18,8,1,1,1,0,132.0,ok,131.0,ok,406.0,ok,132.0,ok,3171.0,ok
