input.source,input.name,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,tool,exit_status,exit_code,time,output.ap,output.states,output.edges,output.transitions,output.acc_sets,output.scc,output.nondetstates,output.nondeterministic,output.alternating
data/automata/practice/practice_automata.hoa:290517.1-292157.7,,3,244,1388,1388,4,130,148,1,0,Autfilt,ok,0,0.00906,3,47,216,307,1,5,14,1,0
data/automata/practice/practice_automata.hoa:574938.1-575822.7,,3,147,729,790,4,141,130,1,0,SaGE,ok,0,2.62219,3,858,10048,10048,1,299,398,1,0
data/automata/practice/practice_automata.hoa:574938.1-575822.7,,3,147,729,790,4,141,130,1,0,SaGE+,ok,0,0.609203,3,236,1752,2816,1,103,116,1,0
data/automata/practice/practice_automata.hoa:574938.1-575822.7,,3,147,729,790,4,141,130,1,0,Kofola,ok,0,0.00737539,3,20,82,160,1,12,0,0,0
data/automata/practice/practice_automata.hoa:574938.1-575822.7,,3,147,729,790,4,141,130,1,0,Seminator,ok,0,0.00832771,3,15,58,120,1,12,0,0,0
data/automata/practice/practice_automata.hoa:574938.1-575822.7,,3,147,729,790,4,141,130,1,0,Autfilt,ok,0,0.00615837,3,18,70,144,1,12,0,0,0
data/automata/practice/practice_automata.hoa:644541.1-649182.7,,5,728,3905,5655,4,173,439,1,0,SaGE+,ok,0,63.5376,5,4425,50298,207392,1,1460,2056,1,0
data/automata/practice/practice_automata.hoa:644541.1-649182.7,,5,728,3905,5655,4,173,439,1,0,Kofola,ok,0,0.355596,5,566,4661,18548,1,29,172,1,0
data/automata/practice/practice_automata.hoa:644541.1-649182.7,,5,728,3905,5655,4,173,439,1,0,Seminator,ok,0,8.49101,5,454,2795,9434,1,31,170,1,0
data/automata/practice/practice_automata.hoa:644541.1-649182.7,,5,728,3905,5655,4,173,439,1,0,Autfilt,ok,0,0.091034,5,1015,8133,23957,1,208,221,1,0
data/automata/practice/practice_automata.hoa:2871288.1-2880130.7,,3,1933,6901,7393,4,550,925,1,0,SaGE,ok,0,144.969,3,34484,397240,397240,1,8108,15171,1,0
